#tweet_id,user_follower_count,user_followee_count,followers_per_followee,user_listed_count,user_status_count,user_bio_exists,word_count,unique_char_count,digits_count,url_count,urls_per_word,hashtag_count,hashtags_per_word,position_of_hashtag,swear_words_count,users_menttioned_count,spam_words_in_bio_count,spam_words_in_tweet_count,expanded_url_length,dot_in_expanded_url,no_of_subdomain,no_of_redirection,age_of_account,class
4.40E+17,96,113,0.849557522,0,1428,1,7,18,0,0,0,0,0,-1,44,1,34,45,0,0,0,0,337,non-spam
4.40E+17,3,6,0.5,0,525,0,17,34,2,1,0.058823529,3,0.176470588,86,124,0,0,125,57,2,2,3,1376,spam
4.40E+17,162,473,0.342494715,2,47018,1,5,23,2,1,0.2,0,0,-1,41,0,52,43,25,1,1,1,668,non-spam
4.40E+17,1055,811,1.300863132,3,29544,1,21,27,0,0,0,0,0,-1,104,0,107,104,0,0,0,0,1688,non-spam
4.40E+17,228,1764,0.129251701,1,2336,1,9,26,0,0,0,0,0,-1,62,0,76,64,0,0,0,0,1293,non-spam
4.40E+17,279,684,0.407894737,0,1423,1,14,32,2,1,0.071428571,0,0,-1,88,0,29,90,43,2,1,1,1199,non-spam
4.40E+17,15,29,0.517241379,0,739,1,23,36,7,0,0,1,0.043478261,128,140,1,92,140,0,0,0,0,117,non-spam
4.40E+17,78,195,0.4,0,3084,1,4,25,1,1,0.25,0,0,-1,40,0,12,41,39,2,3,2,1773,non-spam
4.40E+17,2,28,0.071428571,0,30,1,10,26,0,0,0,0,0,-1,66,2,94,66,0,0,0,0,21,non-spam
4.40E+17,723,742,0.974393531,0,7339,1,22,25,0,0,0,0,0,-1,138,0,23,138,0,0,0,0,676,non-spam
4.40E+17,1112,758,1.46701847,0,52095,1,7,19,0,0,0,0,0,-1,36,0,25,36,0,0,0,0,928,non-spam
4.40E+17,48,162,0.296296296,0,78,1,21,29,0,0,0,0,0,-1,137,0,17,137,0,0,0,0,182,non-spam
4.40E+17,47,49,0.959183673,0,41,1,18,33,0,0,0,0,0,-1,122,0,133,122,0,0,0,0,32,non-spam
4.40E+17,14,1,14,0,8872,1,10,36,2,2,0.2,0,0,-1,101,0,35,104,19,2,1,2,238,non-spam
4.40E+17,230,292,0.787671233,1,16871,0,7,21,3,0,0,0,0,-1,55,2,0,55,0,0,0,0,1690,non-spam
4.40E+17,543,957,0.567398119,0,9255,1,16,18,0,0,0,0,0,-1,78,0,31,78,0,0,0,0,1484,non-spam
4.40E+17,7,40,0.175,0,108451,0,8,24,1,1,0.125,0,0,-1,56,0,0,58,55,3,1,2,321,non-spam
4.40E+17,1074,731,1.469220246,0,49813,1,9,22,0,0,0,0,0,-1,44,0,27,44,0,0,0,0,740,non-spam
4.40E+17,96,147,0.653061224,0,13154,1,6,14,0,0,0,0,0,-1,29,0,53,29,0,0,0,0,360,non-spam
4.40E+17,293,123,2.382113821,1,14116,1,10,17,0,0,0,0,0,-1,51,0,57,51,0,0,0,0,1510,non-spam
4.40E+17,1245,1284,0.969626168,1,183,0,22,29,3,0,0,0,0,-1,119,1,0,119,0,0,0,0,1008,non-spam
4.40E+17,229,736,0.311141304,5,12000,1,18,31,1,0,0,3,0.166666667,67,90,0,68,90,0,0,0,0,1076,non-spam
4.40E+17,1007,2001,0.503248376,0,13016,1,10,34,5,0,0,0,0,-1,77,1,160,78,0,0,0,0,780,non-spam
4.40E+17,679,825,0.823030303,1,19771,1,9,19,0,0,0,0,0,-1,37,0,64,37,0,0,0,0,1141,non-spam
4.40E+17,0,45,0,0,23,0,21,35,3,1,0.047619048,0,0,-1,137,0,0,138,106,2,7,3,0,spam
4.40E+17,91,188,0.484042553,0,509,0,10,19,0,0,0,0,0,-1,45,0,0,45,0,0,0,0,161,non-spam
4.40E+17,106,166,0.638554217,0,1969,1,4,16,0,0,0,0,0,-1,35,1,160,36,0,0,0,0,222,non-spam
4.40E+17,85,265,0.320754717,0,348,1,19,24,0,0,0,0,0,-1,112,0,43,112,0,0,0,0,41,non-spam
4.40E+17,220,240,0.916666667,0,5411,1,16,26,0,0,0,1,0.0625,68,78,0,62,78,0,0,0,0,63,non-spam
4.40E+17,1151,910,1.264835165,1,20728,1,7,22,0,0,0,0,0,-1,54,1,14,54,0,0,0,0,282,non-spam
4.40E+17,179,202,0.886138614,0,3505,1,12,31,0,0,0,0,0,-1,74,1,160,74,0,0,0,0,961,non-spam
4.40E+17,12438,5808,2.141528926,50,16028,1,10,30,2,0,0,0,0,-1,89,4,160,89,0,0,0,0,490,non-spam
4.40E+17,811,1168,0.694349315,23,11618,1,18,43,0,1,0.055555556,2,0.111111111,109,125,2,151,127,167,2,7,4,1634,non-spam
4.40E+17,14013,10060,1.392942346,4,7246,1,3,18,0,0,0,0,0,-1,25,1,8,26,0,0,0,0,1038,non-spam
4.40E+17,171,162,1.055555556,0,6210,1,24,25,0,0,0,0,0,-1,136,0,30,136,0,0,0,0,914,non-spam
4.40E+17,3479,448,7.765625,25,53416,1,12,19,0,0,0,0,0,-1,66,0,102,66,0,0,0,0,685,non-spam
4.40E+17,1145,848,1.350235849,1,26600,1,12,19,0,0,0,1,0.083333333,43,55,0,61,55,0,0,0,0,629,non-spam
4.40E+17,135,206,0.655339806,1,158,1,22,26,0,0,0,0,0,-1,125,1,107,126,0,0,0,0,283,non-spam
4.40E+17,299,474,0.630801688,0,2218,1,5,25,8,0,0,0,0,-1,44,3,57,45,0,0,0,0,510,non-spam
4.40E+17,242,244,0.991803279,0,17850,1,2,10,0,0,0,0,0,-1,16,0,16,16,0,0,0,0,1115,non-spam
4.40E+17,680,511,1.33072407,0,10959,1,4,10,0,0,0,0,0,-1,25,1,21,25,0,0,0,0,747,non-spam
4.40E+17,0,0,0,0,24,0,7,26,10,0,0,0,0,-1,53,0,0,53,0,0,0,0,0,spam
4.40E+17,1104,860,1.28372093,1,19926,1,8,17,0,0,0,0,0,-1,30,0,25,30,0,0,0,0,1230,non-spam
4.40E+17,393,2000,0.1965,5,10233,1,6,17,0,0,0,0,0,-1,42,1,106,42,0,0,0,0,131,spam
4.40E+17,448,523,0.856596558,1,27108,0,5,22,1,0,0,0,0,-1,34,1,0,34,0,0,0,0,827,non-spam
4.40E+17,529,1,529,0,5273,0,5,26,5,1,0.2,0,0,-1,53,0,0,54,32,2,1,3,166,spam
4.40E+17,569,666,0.854354354,0,7811,1,25,33,0,0,0,0,0,-1,133,0,61,133,0,0,0,0,648,spam
4.40E+17,310,103,3.009708738,2,4634,1,19,35,8,0,0,0,0,-1,103,0,96,103,0,0,0,0,547,non-spam
4.40E+17,243,39,6.230769231,0,7412,1,5,29,9,1,0.2,0,0,-1,53,0,74,54,32,2,1,3,201,spam
4.40E+17,2008,2109,0.952110005,16,41985,1,23,31,1,1,0.043478261,0,0,-1,137,0,160,138,126,2,4,2,1608,non-spam
4.40E+17,271,331,0.818731118,0,3663,1,16,27,0,0,0,0,0,-1,82,1,116,82,0,0,0,0,822,non-spam
4.40E+17,13029,68,191.6029412,1,7968,1,11,21,0,0,0,0,0,-1,54,0,83,54,0,0,0,0,560,non-spam
4.40E+17,6,865,0.006936416,0,333,1,3,12,2,0,0,2,0.666666667,3,22,0,34,22,0,0,0,0,58,spam
4.40E+17,1004,1563,0.642354447,9,6673,1,6,24,0,0,0,0,0,-1,48,2,139,49,0,0,0,0,1783,non-spam
4.40E+17,12,0,0,0,50,0,22,29,1,0,0,0,0,-1,126,0,0,126,0,0,0,0,88,non-spam
4.40E+17,5,1022,0.004892368,0,503,1,3,12,2,0,0,2,0.666666667,3,22,0,34,22,0,0,0,0,59,spam
4.40E+17,3576,1144,3.125874126,14,89809,0,8,30,2,1,0.125,0,0,-1,66,0,0,68,23,1,1,1,563,spam
4.40E+17,157,66,2.378787879,1,7789,1,11,26,2,0,0,0,0,-1,70,2,25,70,0,0,0,0,154,spam
4.40E+17,2088,1493,1.398526457,2,2418,1,18,24,0,0,0,0,0,-1,117,1,145,117,0,0,0,0,546,non-spam
4.40E+17,103,447,0.230425056,0,837,1,15,19,0,0,0,0,0,-1,70,0,86,70,0,0,0,0,94,non-spam
4.40E+17,294,429,0.685314685,1,9857,1,9,19,2,0,0,0,0,-1,37,0,122,37,0,0,0,0,1024,non-spam
4.40E+17,49,126,0.388888889,0,37,0,15,28,0,0,0,0,0,83,85,1,0,85,0,0,0,0,382,non-spam
4.40E+17,155,514,0.30155642,2,4590,1,21,28,1,0,0,1,0.047619048,118,129,0,115,129,0,0,0,0,694,non-spam
4.40E+17,2433,1891,1.286620836,33,39775,1,13,16,0,0,0,0,0,-1,63,0,28,63,0,0,0,0,396,non-spam
4.40E+17,297,557,0.533213645,0,2402,1,25,32,0,0,0,0,0,-1,135,0,86,135,0,0,0,0,718,non-spam
4.40E+17,403,412,0.97815534,0,6399,1,3,9,0,0,0,0,0,-1,13,0,33,13,0,0,0,0,551,non-spam
4.40E+17,2499,2511,0.995221027,74,68438,1,24,28,0,0,0,0,0,-1,116,1,32,116,0,0,0,0,1077,spam
4.40E+17,1330,1265,1.051383399,129,359889,1,9,33,4,1,0.111111111,0,0,-1,69,0,111,71,60,3,1,2,1596,non-spam
4.40E+17,439,345,1.272463768,0,4877,1,6,27,4,0,0,0,0,-1,44,2,30,44,0,0,0,0,730,non-spam
4.40E+17,193,177,1.09039548,0,5550,1,4,12,0,0,0,0,0,-1,18,0,56,18,0,0,0,0,58,non-spam
4.40E+17,465,374,1.243315508,11,15497,1,4,10,0,0,0,0,0,-1,16,0,44,16,0,0,0,0,1339,non-spam
4.40E+17,392,268,1.462686567,0,2958,0,4,22,3,1,0.25,0,0,-1,42,0,0,44,39,2,3,2,870,non-spam
4.40E+17,1213,1307,0.928079572,1,18805,1,4,14,0,0,0,0,0,-1,23,0,56,23,0,0,0,0,832,non-spam
4.40E+17,311,576,0.539930556,1,12340,1,4,16,0,0,0,0,0,-1,28,0,17,28,0,0,0,0,852,non-spam
4.40E+17,86,181,0.475138122,2,1104,1,11,24,0,0,0,1,0.090909091,13,78,1,80,78,0,0,0,0,143,non-spam
4.40E+17,17,24,0.708333333,0,4025,0,16,26,0,0,0,0,0,-1,89,0,0,89,0,0,0,0,48,spam
4.40E+17,69,288,0.239583333,0,388,1,5,15,0,0,0,0,0,-1,27,0,40,27,0,0,0,0,79,non-spam
4.40E+17,52,70,0.742857143,0,301,0,6,33,2,1,0.166666667,1,0.166666667,14,70,1,0,72,29,1,2,1,77,non-spam
4.40E+17,199,505,0.394059406,2,9597,1,11,33,3,2,0.181818182,0,0,-1,110,0,30,113,25,1,1,2,1964,non-spam
4.40E+17,137,151,0.907284768,0,1202,1,14,20,0,0,0,0,0,-1,68,0,79,68,0,0,0,0,450,non-spam
4.40E+17,722,359,2.011142061,2,14483,1,3,8,0,0,0,0,0,-1,15,0,14,15,0,0,0,0,1185,non-spam
4.40E+17,483,245,1.971428571,4,2832,1,12,23,0,0,0,0,0,-1,66,1,22,66,0,0,0,0,78,spam
4.40E+17,11,17,0.647058824,0,56,0,11,21,0,0,0,0,0,-1,61,0,0,61,0,0,0,0,46,non-spam
4.40E+17,194,246,0.788617886,0,1184,1,6,18,2,0,0,0,0,-1,33,1,110,33,0,0,0,0,933,non-spam
4.40E+17,508,41,12.3902439,1,4679,0,5,28,8,1,0.2,0,0,-1,53,0,0,54,32,2,1,3,200,spam
4.40E+17,53,51,1.039215686,3,597,1,9,20,0,0,0,0,0,-1,51,0,42,51,0,0,0,0,1198,non-spam
4.40E+17,195,193,1.010362694,0,97,0,16,23,0,0,0,0,0,-1,65,0,0,65,0,0,0,0,451,non-spam
4.40E+17,394,1250,0.3152,0,1671,1,9,44,2,0,0,1,0.111111111,84,124,5,125,128,0,0,0,0,275,non-spam
4.40E+17,554,1027,0.539435248,3,7101,1,3,13,0,0,0,0,0,-1,18,1,131,18,0,0,0,0,958,non-spam
4.40E+17,388,1254,0.309409888,1,10125,1,23,24,0,0,0,0,0,-1,128,0,103,128,0,0,0,0,736,non-spam
4.40E+17,51,106,0.481132075,0,6489,1,19,32,3,1,0.052631579,0,0,-1,111,0,92,112,20,1,0,2,29,non-spam
4.40E+17,214,205,1.043902439,1,8153,1,4,12,0,0,0,0,0,-1,22,1,23,22,0,0,0,0,1230,non-spam
4.40E+17,180,457,0.393873085,0,331,1,5,17,0,0,0,0,0,-1,31,1,52,31,0,0,0,0,1,spam
4.40E+17,29,34,0.852941176,0,93,1,12,22,0,0,0,0,0,-1,63,0,102,63,0,0,0,0,35,spam
4.40E+17,182,181,1.005524862,1,5862,1,2,11,0,0,0,0,0,-1,19,1,21,19,0,0,0,0,1100,non-spam
4.40E+17,17,54,0.314814815,0,56,0,17,21,0,0,0,0,0,-1,73,0,0,73,0,0,0,0,15,non-spam
4.40E+17,543,302,1.798013245,0,44340,1,10,16,0,0,0,0,0,-1,43,0,16,43,0,0,0,0,615,non-spam
4.40E+17,518,343,1.510204082,51,16971,1,4,14,0,0,0,0,0,-1,30,0,161,30,0,0,0,0,1918,non-spam
4.40E+17,251,620,0.40483871,5,20628,1,14,43,2,1,0.071428571,0,0,-1,140,2,151,142,33,2,1,2,1652,non-spam
4.40E+17,415,419,0.990453461,0,11818,1,9,19,0,0,0,0,0,-1,45,0,25,45,0,0,0,0,1137,non-spam
4.40E+17,402,456,0.881578947,0,7581,0,10,19,0,0,0,0,0,-1,51,0,0,51,0,0,0,0,518,non-spam
4.40E+17,427,353,1.209631728,0,4646,1,29,30,0,0,0,0,0,-1,141,1,66,141,0,0,0,0,1002,non-spam
4.40E+17,1564,1998,0.782782783,19,4088,1,10,18,0,0,0,0,0,-1,50,0,160,50,0,0,0,0,969,non-spam
4.40E+17,55,152,0.361842105,2,79182,1,22,31,4,1,0.045454545,0,0,-1,130,0,93,131,93,2,3,2,1599,non-spam
4.40E+17,991,934,1.061027837,7,121290,1,7,26,0,0,0,0,0,-1,55,1,109,55,0,0,0,0,1758,non-spam
4.40E+17,1349,1475,0.914576271,1,52212,1,15,20,0,0,0,0,0,-1,70,0,94,70,0,0,0,0,1208,non-spam
4.40E+17,413,250,1.652,0,13978,1,10,21,0,0,0,0,0,-1,52,0,139,52,0,0,0,0,554,non-spam
4.40E+17,37,121,0.305785124,0,530,1,10,38,1,1,0.1,0,0,-1,109,1,158,110,69,2,2,3,363,non-spam
4.40E+17,82,353,0.232294618,0,725,1,13,26,0,0,0,0,0,-1,78,1,68,78,0,0,0,0,744,non-spam
4.40E+17,1185,966,1.226708075,0,821,1,6,11,0,0,0,0,0,-1,25,0,46,25,0,0,0,0,806,non-spam
4.40E+17,61,62,0.983870968,0,951,1,11,18,0,0,0,0,0,-1,43,0,10,43,0,0,0,0,167,non-spam
4.40E+17,1143,80,14.2875,1,18920,1,8,27,2,1,0.125,0,0,-1,53,0,103,54,55,3,1,2,227,non-spam
4.40E+17,43,186,0.231182796,0,494,0,21,34,0,0,0,2,0.095238095,116,140,0,0,140,0,0,0,0,1920,non-spam
4.40E+17,485,740,0.655405405,0,5924,1,1,5,0,0,0,0,0,-1,7,0,17,7,0,0,0,0,272,non-spam
4.40E+17,219,286,0.765734266,0,9614,0,10,20,0,0,0,0,0,-1,55,0,0,55,0,0,0,0,634,non-spam
4.40E+17,385,336,1.145833333,0,2441,1,3,14,0,0,0,0,0,-1,23,1,31,23,0,0,0,0,270,non-spam
4.40E+17,13,489,0.026584867,0,24,0,14,27,2,1,0.071428571,0,0,-1,88,0,0,89,42,2,2,1,1753,non-spam
4.40E+17,2095,1787,1.172355904,5,35134,1,12,21,0,0,0,0,0,-1,62,1,17,62,0,0,0,0,419,non-spam
4.40E+17,0,0,0,0,22,0,12,20,0,0,0,0,0,-1,67,0,0,67,0,0,0,0,0,spam
4.40E+17,1101,170,6.476470588,118,26070,1,25,26,0,0,0,0,0,-1,124,1,37,124,0,0,0,0,1579,non-spam
4.40E+17,1795,326,5.506134969,23,4675,1,5,16,0,0,0,0,0,-1,35,0,146,35,0,0,0,0,1723,non-spam
4.40E+17,1584,1560,1.015384615,1,11932,1,8,35,0,0,0,1,0.125,69,99,1,66,106,0,0,0,0,259,non-spam
4.40E+17,27,32,0.84375,0,100,1,15,23,0,0,0,0,0,-1,71,0,104,71,0,0,0,0,34,spam
4.40E+17,527,294,1.792517007,0,5212,1,12,19,0,0,0,0,0,-1,50,0,12,50,0,0,0,0,1097,non-spam
4.40E+17,19,31,0.612903226,2,1046,1,10,32,3,1,0.1,0,0,-1,68,0,36,69,36,2,1,2,1544,non-spam
4.40E+17,167,115,1.452173913,1,1721,0,3,11,0,0,0,0,0,-1,20,0,0,20,0,0,0,0,287,non-spam
4.40E+17,316,324,0.975308642,12,80741,1,7,18,0,0,0,0,0,-1,46,2,157,46,0,0,0,0,1359,non-spam
4.40E+17,410,341,1.202346041,2,31238,1,7,18,0,0,0,0,0,-1,39,1,29,39,0,0,0,0,1339,non-spam
4.40E+17,27,23,1.173913043,0,2837,1,8,25,1,1,0.125,0,0,-1,56,0,125,58,57,3,1,2,1654,non-spam
4.40E+17,897,418,2.145933014,0,19682,1,22,26,0,0,0,0,0,-1,120,0,122,120,0,0,0,0,925,non-spam
4.40E+17,478,279,1.713261649,0,27211,1,10,26,7,0,0,0,0,-1,57,1,51,57,0,0,0,0,455,non-spam
4.40E+17,727,612,1.187908497,1,50113,1,13,19,0,0,0,0,0,-1,63,0,134,63,0,0,0,0,1751,non-spam
4.40E+17,197,0,0,1,2123,1,20,40,6,1,0.05,0,0,0,138,0,90,139,74,3,3,2,338,non-spam
4.40E+17,193,252,0.765873016,0,1789,0,24,26,0,0,0,0,0,-1,122,0,0,122,0,0,0,0,409,non-spam
4.40E+17,231,252,0.916666667,0,1817,1,3,31,6,0,0,2,0.666666667,0,68,0,13,69,0,0,0,0,460,non-spam
4.40E+17,152,550,0.276363636,0,448,1,13,23,0,0,0,0,0,-1,67,0,18,67,0,0,0,0,750,non-spam
4.40E+17,2,51,0.039215686,0,4631,0,9,32,0,1,0.111111111,3,0.333333333,61,97,0,0,98,54,2,2,2,301,non-spam
4.40E+17,448,383,1.169712794,0,12584,1,6,15,0,0,0,0,0,-1,33,1,50,33,0,0,0,0,441,non-spam
4.40E+17,12703,91,139.5934066,11,64532,1,19,45,20,0,0,1,0.052631579,0,108,0,143,110,0,0,0,0,1046,non-spam
4.40E+17,1104,868,1.271889401,1,17611,1,14,23,0,0,0,0,0,-1,77,0,110,77,0,0,0,0,720,non-spam
4.40E+17,664,332,2,0,22084,1,5,12,0,0,0,0,0,-1,29,0,6,29,0,0,0,0,933,non-spam
4.40E+17,471,151,3.119205298,1,10761,1,1,4,0,0,0,0,0,-1,6,0,86,6,0,0,0,0,687,non-spam
4.40E+17,1006,916,1.098253275,1,28890,1,14,31,4,1,0.071428571,0,0,-1,99,0,18,101,17,1,0,1,201,non-spam
4.40E+17,547,292,1.873287671,0,29176,1,9,20,0,0,0,0,0,-1,42,0,142,42,0,0,0,0,860,non-spam
4.40E+17,14,19,0.736842105,0,172,1,18,22,0,0,0,0,0,-1,97,0,114,97,0,0,0,0,54,spam
4.40E+17,422,360,1.172222222,0,26747,1,10,21,0,0,0,0,0,-1,44,0,39,44,0,0,0,0,273,non-spam
4.40E+17,1468,1372,1.069970845,2,46115,1,14,18,0,0,0,0,0,-1,66,0,9,66,0,0,0,0,1749,non-spam
4.40E+17,132,88,1.5,0,7098,1,6,24,0,0,0,1,0.166666667,20,35,0,4,35,0,0,0,0,387,non-spam
4.40E+17,245,145,1.689655172,0,3316,0,8,32,0,1,0.125,0,0,-1,69,0,0,71,27,1,0,3,996,non-spam
4.40E+17,36,155,0.232258065,1,56703,0,8,18,1,0,0,0,0,-1,40,0,0,40,0,0,0,0,1778,non-spam
4.40E+17,4444,156,28.48717949,32,5414,1,16,35,1,0,0,3,0.1875,76,134,1,103,134,0,0,0,0,622,non-spam
4.40E+17,174,853,0.203985932,0,2579,1,3,17,6,0,0,0,0,-1,23,1,44,23,0,0,0,0,281,non-spam
4.40E+17,328,385,0.851948052,0,3786,1,4,15,0,0,0,0,0,-1,30,1,87,30,0,0,0,0,233,non-spam
4.40E+17,135,122,1.106557377,0,3485,1,17,26,0,0,0,0,0,-1,87,1,74,87,0,0,0,0,1272,non-spam
4.40E+17,145,352,0.411931818,2,20353,1,8,34,2,1,0.125,0,0,-1,65,0,33,66,109,2,3,4,1761,non-spam
4.40E+17,109,86,1.26744186,0,4703,1,3,12,0,0,0,0,0,-1,23,0,141,23,0,0,0,0,775,non-spam
4.40E+17,51,91,0.56043956,0,67,1,5,13,0,0,0,0,0,-1,27,0,161,27,0,0,0,0,736,non-spam
4.40E+17,24515,10901,2.24887625,25,12252,1,15,23,0,0,0,1,0.066666667,74,85,0,114,85,0,0,0,0,326,non-spam
4.40E+17,374,576,0.649305556,2,9929,1,2,15,0,0,0,1,0.5,12,24,0,122,24,0,0,0,0,459,non-spam
4.40E+17,8,27,0.296296296,7,47319,1,10,40,0,1,0.1,1,0.1,75,87,0,145,88,26,1,2,2,447,non-spam
4.40E+17,120,117,1.025641026,0,637,1,9,17,0,0,0,0,0,-1,49,0,110,49,0,0,0,0,181,non-spam
4.40E+17,1567,1327,1.180859081,11,10434,1,9,30,1,1,0.111111111,0,0,-1,63,0,49,64,0,0,-2,-1,861,non-spam
4.40E+17,67,366,0.183060109,1,8314,1,5,27,1,1,0.2,0,0,-1,50,0,40,52,70,3,1,5,83,non-spam
4.40E+17,591,441,1.340136054,0,3263,1,6,14,3,0,0,0,0,-1,25,0,56,25,0,0,0,0,137,non-spam
4.40E+17,0,0,0,0,7465,0,9,35,8,1,0.111111111,3,0.333333333,57,89,0,0,90,57,2,2,3,633,non-spam
4.40E+17,1515,318,4.764150943,10,42570,1,13,28,0,0,0,0,0,-1,66,1,159,66,0,0,0,0,884,non-spam
4.40E+17,3,40,0.075,0,59,1,4,16,0,0,0,0,0,-1,27,1,13,27,0,0,0,0,0,spam
4.40E+17,73,57,1.280701754,0,505,1,8,16,0,0,0,0,0,-1,37,0,55,37,0,0,0,0,257,non-spam
4.40E+17,332,798,0.4160401,0,3482,1,7,21,0,0,0,1,0.142857143,23,36,0,51,36,0,0,0,0,946,non-spam
4.40E+17,98,804,0.121890547,0,5770,1,12,22,0,0,0,0,0,-1,59,0,46,59,0,0,0,0,358,spam
4.40E+17,636,617,1.030794165,0,10427,1,6,33,0,0,0,1,0.166666667,20,73,0,146,75,0,0,0,0,839,non-spam
4.40E+17,13,18,0.722222222,0,166,1,24,25,0,0,0,0,0,-1,136,0,113,137,0,0,0,0,53,spam
4.40E+17,377,665,0.566917293,1,7679,1,4,16,0,0,0,0,0,-1,23,1,145,23,0,0,0,0,374,non-spam
4.40E+17,0,0,0,0,27,0,4,11,0,0,0,0,0,-1,22,0,0,22,0,0,0,0,1,spam
4.40E+17,20166,19825,1.017200504,51,81740,1,22,37,9,0,0,3,0.136363636,79,139,0,34,139,0,0,0,0,146,spam
4.40E+17,12516,6543,1.912883998,90,175793,1,25,28,0,0,0,2,0.08,116,138,0,135,138,0,0,0,0,1269,non-spam
4.40E+17,1091,1958,0.557201226,1,329,1,10,43,3,1,0.1,2,0.2,7,96,2,103,98,40,2,2,3,221,spam
4.40E+17,136436,10685,12.7689284,175,16239,1,8,32,2,1,0.125,0,0,-1,84,0,149,85,65,2,1,1,654,spam
4.40E+17,356,310,1.148387097,0,12349,1,7,22,2,0,0,0,0,-1,39,1,17,39,0,0,0,0,809,non-spam
4.40E+17,120,444,0.27027027,0,849,1,19,22,0,0,0,0,0,-1,107,0,59,107,0,0,0,0,94,non-spam
4.40E+17,412,239,1.723849372,0,11339,1,23,29,0,0,0,0,0,-1,128,1,154,128,0,0,0,0,1194,non-spam
4.40E+17,407,304,1.338815789,8,4233,1,10,32,1,1,0.1,3,0.3,30,76,0,97,78,39,2,3,2,1051,non-spam
4.40E+17,83,100,0.83,0,1350,1,5,16,0,0,0,0,0,-1,31,1,24,31,0,0,0,0,499,non-spam
4.40E+17,662,457,1.448577681,1,12512,1,11,19,0,0,0,0,0,-1,55,0,47,55,0,0,0,0,808,non-spam
4.40E+17,1288,76,16.94736842,7,24384,1,15,35,3,1,0.066666667,6,0.4,68,103,0,105,105,29,2,2,2,30,spam
4.40E+17,2183,267,8.176029963,175,5269,1,19,42,6,1,0.052631579,1,0.052631579,12,127,0,161,128,35,1,2,2,1681,non-spam
4.40E+17,13077,1195,10.94309623,12,7871,1,11,28,2,0,0,0,0,-1,69,1,3,69,0,0,0,0,1075,non-spam
4.40E+17,435,413,1.053268765,4,34356,1,9,20,0,0,0,0,0,-1,49,0,143,49,0,0,0,0,1801,non-spam
4.40E+17,2373,761,3.11826544,117,19193,1,16,42,3,1,0.0625,0,0,-1,140,2,148,142,78,4,5,1,955,non-spam
4.40E+17,175,245,0.714285714,0,2435,1,6,18,0,0,0,0,0,-1,45,1,50,45,0,0,0,0,694,non-spam
4.40E+17,2,21,0.095238095,0,5,0,6,20,0,0,0,1,0.166666667,35,52,0,0,52,0,0,0,0,12,spam
4.40E+17,1,0,0,0,9952,0,16,40,0,1,0.0625,2,0.125,0,116,0,0,117,41,2,4,4,94,non-spam
4.40E+17,150,147,1.020408163,0,11155,1,7,26,2,0,0,0,0,-1,55,1,47,55,0,0,0,0,516,non-spam
4.40E+17,498,152,3.276315789,9,22900,1,6,21,0,0,0,0,0,-1,37,1,15,37,0,0,0,0,1270,non-spam
4.40E+17,641,298,2.151006711,0,13704,1,9,21,0,0,0,0,0,-1,54,0,133,54,0,0,0,0,1655,non-spam
4.40E+17,429,368,1.16576087,0,14954,1,5,19,0,0,0,0,0,-1,40,1,65,40,0,0,0,0,768,non-spam
4.40E+17,221,207,1.06763285,0,6288,1,5,25,0,0,0,1,0.2,0,45,0,24,47,0,0,0,0,316,non-spam
4.40E+17,20639,1364,15.13123167,1060,9561,1,22,27,0,0,0,0,0,-1,132,1,80,132,0,0,0,0,2425,non-spam
4.40E+17,4102,3771,1.087775126,10,41950,1,4,18,2,0,0,0,0,-1,27,1,131,27,0,0,0,0,303,non-spam
4.40E+17,883,317,2.785488959,14,23022,1,23,34,0,0,0,0,0,-1,141,1,97,141,0,0,0,0,1770,non-spam
4.40E+17,435,468,0.929487179,3,34878,1,18,32,0,0,0,0,0,-1,90,1,43,90,0,0,0,0,1312,non-spam
4.40E+17,325,437,0.743707094,0,2352,1,4,13,0,0,0,0,0,-1,20,0,13,20,0,0,0,0,75,non-spam
4.40E+17,3542,3291,1.076268611,10,56474,1,14,26,2,0,0,0,0,-1,74,1,82,74,0,0,0,0,386,non-spam
4.40E+17,570,535,1.065420561,0,10737,1,6,17,0,0,0,0,0,-1,35,0,109,35,0,0,0,0,965,non-spam
4.40E+17,10,23,0.434782609,0,193,1,5,35,4,1,0.2,1,0.2,38,62,0,72,63,60,3,1,2,414,non-spam
4.40E+17,12,18,0.666666667,0,143,1,25,23,0,0,0,0,0,-1,121,0,100,121,0,0,0,0,36,spam
4.40E+17,833,146,5.705479452,11,12823,1,18,37,2,1,0.055555556,1,0.055555556,114,124,1,125,126,60,3,1,2,1705,non-spam
4.40E+17,2025,805,2.51552795,11,26519,1,5,16,0,0,0,0,0,-1,36,1,83,36,0,0,0,0,396,non-spam
4.40E+17,672,391,1.718670077,4,49852,1,3,11,0,0,0,0,0,-1,26,0,52,29,0,0,0,0,921,non-spam
4.40E+17,49,314,0.156050955,0,438,1,14,21,0,0,0,0,0,-1,67,0,113,67,0,0,0,0,39,non-spam
4.40E+17,420,297,1.414141414,1,4244,0,9,21,0,0,0,0,0,-1,45,0,0,45,0,0,0,0,811,non-spam
4.40E+17,222,716,0.310055866,0,503,1,24,24,0,0,0,0,0,-1,135,0,31,135,0,0,0,0,455,non-spam
